date,tvl_usd
2025-08-16 00:00:00,5260906801
2025-08-17 00:00:00,5259907198
2025-08-18 00:00:00,5227564394
2025-08-19 00:00:00,5105719134
2025-08-20 00:00:00,4989529605
2025-08-21 00:00:00,5049613606
2025-08-22 00:00:00,5069823316
2025-08-23 00:00:00,5544794687
2025-08-24 00:00:00,5574341693
2025-08-25 00:00:00,5657769265
2025-08-26 00:00:00,5363929372
2025-08-27 00:00:00,5465770454
2025-08-28 00:00:00,5641177647
2025-08-29 00:00:00,5654524280
2025-08-30 00:00:00,5689095093
2025-08-31 00:00:00,5764324225
2025-09-01 00:00:00,5744099440
2025-09-02 00:00:00,5744693058
2025-09-03 00:00:00,5609677639
2025-09-04 00:00:00,5614052342
2025-09-05 00:00:00,5553116534
2025-09-06 00:00:00,5606866373
2025-09-07 00:00:00,5613221099
2025-09-08 00:00:00,5590594862
2025-09-09 00:00:00,5643077020
2025-09-10 00:00:00,5703189919
2025-09-11 00:00:00,5816405411
2025-09-12 00:00:00,5899715772
2025-09-13 00:00:00,6032193698
2025-09-14 00:00:00,6158343994
2025-09-15 00:00:00,6144655199
2025-09-16 00:00:00,6110899475
2025-09-17 00:00:00,6067262721
2025-09-18 00:00:00,6096019087
2025-09-19 00:00:00,6166922347
2025-09-20 00:00:00,6135065773
2025-09-21 00:00:00,6170352091
2025-09-22 00:00:00,6161728072
2025-09-23 00:00:00,6060518260
2025-09-24 00:00:00,6056532092
2025-09-25 00:00:00,6051555864
2025-09-26 00:00:00,6067513433
2025-09-27 00:00:00,5926179057
2025-09-28 00:00:00,5927678933
2025-09-29 00:00:00,5925966554
2025-09-30 00:00:00,5838812801
2025-10-01 00:00:00,5828123008
2025-10-02 00:00:00,5809709717
2025-10-03 00:00:00,5916193617
2025-10-04 00:00:00,5931252312
2025-10-05 00:00:00,5889486366
2025-10-06 00:00:00,5933049676
2025-10-07 00:00:00,6017297188
2025-10-08 00:00:00,6110373984
2025-10-09 00:00:00,5980331511
2025-10-10 00:00:00,5943111518
2025-10-11 00:00:00,5233140997
2025-10-12 00:00:00,5164742498
2025-10-13 00:00:00,5021880514
2025-10-14 00:00:00,5098728775
2025-10-15 00:00:00,4984102785
2025-10-16 00:00:00,4973735094
2025-10-17 00:00:00,4821420279
2025-10-18 00:00:00,4792777374
2025-10-19 00:00:00,4739510642
2025-10-20 00:00:00,4790608344
2025-10-21 00:00:00,4771600880
2025-10-22 00:00:00,4742644221
2025-10-23 00:00:00,4656281388
2025-10-24 00:00:00,4721985058
2025-10-25 00:00:00,4690704240
2025-10-26 00:00:00,4718974978
2025-10-27 00:00:00,4808768074
2025-10-28 00:00:00,4845634040
2025-10-29 00:00:00,4842190478
2025-10-30 00:00:00,4890307575
2025-10-31 00:00:00,4886859102
2025-11-01 00:00:00,4879313985
2025-11-02 00:00:00,4885371752
2025-11-03 00:00:00,4897410503
2025-11-04 00:00:00,4787575372
2025-11-05 00:00:00,4728198710
2025-11-06 00:00:00,4782333929
2025-11-07 00:00:00,4752144505
2025-11-08 00:00:00,4801231185
2025-11-09 00:00:00,4779716962
2025-11-10 00:00:00,4829222894
2025-11-11 00:00:00,4829413347
2025-11-12 00:00:00,4734282812
2025-11-13 00:00:00,4693374506
2025-11-14 00:00:00,4603727419
2025-11-15 00:00:00,4553614777
2025-11-16 00:00:00,4556503133
2025-11-17 00:00:00,4587153447
2025-11-18 00:00:00,4570132708
2025-11-19 00:00:00,4550023736
2025-11-20 00:00:00,4522737299
2025-11-21 00:00:00,4506883844
2025-11-22 00:00:00,4338850029
2025-11-23 00:00:00,4318671315
2025-11-24 00:00:00,4312356917
2025-11-25 00:00:00,4368923526
2025-11-26 00:00:00,4373148323
2025-11-27 00:00:00,4425476504
2025-11-28 00:00:00,4430379258
2025-11-29 00:00:00,4408885679
2025-11-30 00:00:00,4382198716
2025-12-01 00:00:00,4347636423
2025-12-02 00:00:00,4270368311
2025-12-03 00:00:00,4326905722
2025-12-04 00:00:00,4336179133
2025-12-05 00:00:00,4324052167
2025-12-06 00:00:00,4325389757
2025-12-07 00:00:00,4317005906
2025-12-08 00:00:00,4389718199
2025-12-09 00:00:00,4387546005
2025-12-10 00:00:00,4464664376
2025-12-11 00:00:00,4489510219
2025-12-12 00:00:00,4575769075
2025-12-13 00:00:00,4589435866
2025-12-14 00:00:00,4581810280
2025-12-15 00:00:00,4570489416
2025-12-16 00:00:00,4344399902
2025-12-17 00:00:00,4126410477
2025-12-18 00:00:00,4141118680
2025-12-19 00:00:00,4139551802
2025-12-20 00:00:00,4162620272
2025-12-21 00:00:00,4158816894
2025-12-22 00:00:00,4155407577
2025-12-23 00:00:00,4133122402
2025-12-24 00:00:00,4120764948
2025-12-25 00:00:00,4125252773
2025-12-26 00:00:00,4131761887
2025-12-27 00:00:00,4140628492
2025-12-28 00:00:00,4149467113
2025-12-29 00:00:00,4136484228
2025-12-30 00:00:00,4131784498
2025-12-31 00:00:00,4148573483
2026-01-01 00:00:00,4129843773
2026-01-02 00:00:00,4123194511
2026-01-03 00:00:00,4164690349
2026-01-04 00:00:00,4187584635
2026-01-05 00:00:00,4235415404
2026-01-06 00:00:00,4304065735
2026-01-07 00:00:00,4385515475
2026-01-08 00:00:00,4319274455
2026-01-09 00:00:00,4315120369
2026-01-10 00:00:00,4310223112
2026-01-11 00:00:00,4273899747
2026-01-12 00:00:00,4241662681
2026-01-13 00:00:00,4213438402
2026-01-14 00:00:00,4303532965
2026-01-15 00:00:00,4681407562
2026-01-16 00:00:00,4664463271
2026-01-17 00:00:00,4665625633
2026-01-18 00:00:00,4704839621
2026-01-19 00:00:00,4611466042
2026-01-20 00:00:00,4576557085
2026-01-21 00:00:00,4506145991
2026-01-21 11:53:47,4488819672
